disorder_id	disorder_name	description
601171	MOVED TO 173321	
601172	CHONDROITIN SULFATE PROTEOGLYCAN 4; CSPG4	"CHONDROITIN SULFATE PROTEOGLYCAN, MELANOMA-ASSOCIATED; MCSP; MCSPG;; MEL-CSPG;; MSK16;; CHONDROITIN SULFATE PROTEOGLYCAN NG2, RAT, HOMOLOG OF; NG2"
601173	MOVED TO 253600	
601174	MOVED TO 123280	
601175	ADP-RIBOSYLATION FACTOR-LIKE 2; ARL2	
601176	"GLUTAMATE-CYSTEINE LIGASE, MODIFIER SUBUNIT; GCLM"	"GLUTAMATE-CYSTEINE LIGASE, REGULATORY; GLCLR;; GAMMA-GLUTAMYLCYSTEINE SYNTHETASE, REGULATORY SUBUNIT"
601177	ADP-RIBOSYLATION FACTOR 4; ARF4	"ADP-RIBOSYLATION FACTOR 2, FORMERLY; ARF2, FORMERLY"
601178	CELL CYCLE-ASSOCIATED PROTEIN 1; CAPRIN1	"CYTOPLASMIC ACTIVATION- AND PROLIFERATION-ASSOCIATED PROTEIN 1;; CAPRIN 1;; MEMBRANE COMPONENT, CHROMOSOME 11, SURFACE MARKER 1; M11S1;; GPI-ANCHORED MEMBRANE PROTEIN 1; GPIAP1;; GPI-ANCHORED MEMBRANE PROTEIN, 137-KD; GRIP137;; p137GPI;; RNA GRANULE PROTEIN 105; RNG105"
601179	RAS-RELATED NUCLEAR PROTEIN; RAN	
601180	RAN-BINDING PROTEIN 1; RANBP1	HPAII TINY FRAGMENTS LOCUS 9A; HTF9A
601181	RAN-BINDING PROTEIN 2; RANBP2	NUP358
601182	"ORIGIN RECOGNITION COMPLEX, SUBUNIT 2, S. CEREVISIAE, HOMOLOG OF; ORC2"	ORC2-LIKE; ORC2L
601183	CYSTEINE-RICH INTESTINAL PROTEIN 2; CRIP2	CYSTEINE-RICH PROTEIN 2; CRP2;; LIM DOMAIN PROTEIN ESP1/CRP2
601184	"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 3; DNAJC3"	"PROTEIN KINASE, INTERFERON-INDUCIBLE DOUBLE-STRANDED RNA-DEPENDENT, INHIBITOR OF; PRKRI;; PROTEIN KINASE INHIBITOR P58"
601185	STANNIOCALCIN 1; STC1	STANNIOCALCIN; STC
601186	"MICROPHTHALMIA, SYNDROMIC 9; MCOPS9"	"ANOPHTHALMIA, CLINICAL, WITH MILD FACIAL DYSMORPHISM AND VARIABLE MALFORMATIONS OF THE LUNG, HEART, AND DIAPHRAGM;; ANOPHTHALMIA/MICROPHTHALMIA AND PULMONARY HYPOPLASIA;; SPEAR SYNDROME;; MATTHEW-WOOD SYNDROME;; PULMONARY AGENESIS, MICROPHTHALMIA, AND DIAPHRAGMATIC DEFECT; PMD"
601187	GURRIERI SYNDROME	
601188	SUPPRESSION OF TUMORIGENICITY 12; ST12	PROSTATE ADENOCARCINOMA 1; PAC1
601189	"POLYMERASE II, RNA, SUBUNIT L; POLR2L"	"RPB10, S. CEREVISIAE, HOMOLOG OF;; RPB10-BETA, S. CEREVISIAE, HOMOLOG OF;; RNA POLYMERASE II, 7.6-KD SUBUNIT"
601190	"PHOSPHODIESTERASE 6H, cGMP-SPECIFIC, CONE, GAMMA; PDE6H"	
601191	"ENHANCER OF RUDIMENTARY, DROSOPHILA, HOMOLOG OF; ERH"	"DROER, DROSOPHILA, HOMOLOG OF"
601192	"PHOSPHOLIPASE A2, GROUP V; PLA2G5"	
601193	CYSTEINE-RICH SECRETORY PROTEIN 1; CRISP1	ACIDIC EPIDIDYMAL GLYCOPROTEIN-LIKE 1; AEGL1
601194	TOLL-LIKE RECEPTOR 1; TLR1	TOLL/INTERLEUKIN 1 RECEPTOR-LIKE; TIL
601195	IRON OVERLOAD IN AFRICA	AFRICAN IRON OVERLOAD;; BANTU SIDEROSIS
601196	PR DOMAIN-CONTAINING PROTEIN 2; PRDM2	RETINOBLASTOMA PROTEIN-BINDING ZINC FINGER PROTEIN RIZ; RIZ
601197	"TUBBY, MOUSE, HOMOLOG OF; TUB"	
601198	"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1; HYPOC1"	"HYPERCALCIURIC HYPOCALCEMIA;; HYPOCALCEMIA, FAMILIAL"
601199	CALCIUM-SENSING RECEPTOR; CASR	PARATHYROID CA(2+)-SENSING RECEPTOR 1; PCAR1
601200	PLEUROPULMONARY BLASTOMA; PPB	PPB FAMILIAL TUMOR AND DYSPLASIA SYNDROME; PPBFTDS
601201	METHYLATION MODIFIER FOR CLASS I HLA	MEMO1
601202	CATARACT 24; CTRCT24	"CATARACT 24, ANTERIOR POLAR;; CATARACT, ANTERIOR POLAR, 2; CTAA2"
601203	INTERLEUKIN 1 RECEPTOR-LIKE 1; IL1RL1	"GROWTH STIMULATION-EXPRESSED GENE, MOUSE, HOMOLOG OF;; ST2, MOUSE, HOMOLOG OF; ST2;; INTERLEUKIN 33 RECEPTOR; IL33R"
601204	PROSTAGLANDIN F2 RECEPTOR NEGATIVE REGULATOR; PTGFRN	FP REGULATORY PROTEIN; FPRP;; CD9 PARTNER 1; CD9P1
601205	"SINE OCULIS HOMEOBOX, DROSOPHILA, HOMOLOG OF, 1; SIX1"	
601206	"POU DOMAIN, CLASS 2, ASSOCIATING FACTOR 1; POU2AF1"	OCT-BINDING FACTOR 1; OBF1;; BOB1;; OCAB
601207	"DIACYLGLYCEROL KINASE, THETA, 110-KD; DGKQ"	"DIACYLGLYCEROL KINASE, DELTA, 110-KD, FORMERLY; DAGK4, FORMERLY;; DGK-DELTA, FORMERLY"
601208	"DIABETES MELLITUS, INSULIN-DEPENDENT, 11; IDDM11"	INSULIN-DEPENDENT DIABETES MELLITUS 11
601209	POLY(rC)-BINDING PROTEIN 1; PCBP1	
601210	POLY(rC)-BINDING PROTEIN 2; PCBP2	HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN E2; HNRNPE2;; HNRPE2
601211	ADHESION G PROTEIN-COUPLED RECEPTOR E5; ADGRE5	CD97 ANTIGEN; CD97
601212	"PROTEIN-TYROSINE KINASE 2, BETA; PTK2B"	"PROLINE-RICH TYROSINE KINASE 2; PYK2;; FOCAL ADHESION KINASE 2; FAK2;; CELL ADHESION KINASE, BETA; CAKB"
601213	RIBONUCLEASE 4 INHIBITOR; RNS4I	"RNase L INHIBITOR;; ATP-BINDING CASSETTE, SUBFAMILY E, MEMBER 1; ABCE1"
601214	NAXOS DISEASE; NXD	"CARDIOMYOPATHY, ARRHYTHMOGENIC RIGHT VENTRICULAR, WITH SKIN, HAIR, AND NAIL ABNORMALITIES;; MAL DE NAXOS;; KERATOSIS PALMOPLANTARIS WITH ARRHYTHMOGENIC CARDIOMYOPATHY;; WOOLLY HAIR, PALMOPLANTAR KERATODERMA, AND CARDIAC ABNORMALITIES;; PALMOPLANTAR KERATODERMA WITH ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY AND WOOLLY HAIR"
601215	ATR GENE; ATR	ATAXIA-TELANGIECTASIA AND RAD3-RELATED;; FRAP-RELATED PROTEIN 1; FRP1
601216	DENTAL ANOMALIES AND SHORT STATURE; DASS	"PLATYSPONDYLY WITH AMELOGENESIS IMPERFECTA;; TOOTH AGENESIS, SELECTIVE, 6, FORMERLY; STHAG6, FORMERLY"
601217	ALOPECIA-MENTAL RETARDATION SYNDROME WITH CONVULSIONS AND HYPERGONADOTROPIC HYPOGONADISM	
601218	"ADENOSINE DEAMINASE, RNA-SPECIFIC, B1; ADARB1"	"ADENOSINE DEAMINASE, RNA-SPECIFIC, 2; ADAR2;; RNA-EDITING ENZYME 1, RAT, HOMOLOG OF; RED1;; RNA EDITASE 1"
601219	MOVED TO 182390	
601220	OSTEOPOROSIS AND OCULOCUTANEOUS HYPOPIGMENTATION SYNDROME; OOCH	
601221	TISSUE-SPECIFIC EXTINGUISHER 3	TSE3
601222	MOVED TO 185900	
601223	"NEURONAL INTESTINAL DYSPLASIA, TYPE B"	NID B
601224	POTOCKI-SHAFFER SYNDROME	PSS;; CHROMOSOME 11p11.2 DELETION SYNDROME;; PROXIMAL 11p DELETION SYNDROME; P11pDS;; DEFECT11 SYNDROME
601225	DISHEVELLED 1-LIKE 1; DVL1L1	"DISHEVELLED, DROSOPHILA, HOMOLOG-LIKE;; DSH"
601226	MOVED TO 601227	
601227	MOVED TO 157640	
601228	"POLYPOSIS SYNDROME, HEREDITARY MIXED, 1; HMPS1"	"CHROMOSOME 15q13-q14 DUPLICATION SYNDROME, 40-KB;; COLORECTAL ADENOMA AND CARCINOMA 1; CRAC1"
601229	MOVED TO 151430	
601230	"DERMATITIS HERPETIFORMIS, FAMILIAL"	DH
601231	MECHANISTIC TARGET OF RAPAMYCIN; MTOR	MAMMALIAN TARGET OF RAPAMYCIN;; FKBP12-RAPAMYCIN COMPLEX-ASSOCIATED PROTEIN 1; FRAP1;; FK506-BINDING PROTEIN 12-RAPAMYCIN COMPLEX-ASSOCIATED PROTEIN 1;; FRAP;; FRAP2;; RAFT1
601232	"PHOSPHATIDYLINOSITOL 3-KINASE, CATALYTIC, GAMMA; PIK3CG"	"PHOSPHATIDYLINOSITOL 3-KINASE, CATALYTIC, 110-KD, GAMMA;; p110-GAMMA;; PI3K-GAMMA;; PIK3-GAMMA;; p120-PI3K"
601233	"INHIBIN, BETA C; INHBC"	
601234	"NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX, ALPHA POLYPEPTIDE; NACA"	
601235	DEAD/H BOX 10; DDX10	
601236	"DISABLED, DROSOPHILA, HOMOLOG OF, 2; DAB2"	DIFFERENTIALLY EXPRESSED IN OVARIAN CANCER 2; DOC2
601237	RING FINGER PROTEIN 112; RNF112	"ZINC FINGER PROTEIN 179; ZNF179;; BRAIN FINGER PROTEIN, MOUSE, HOMOLOG OF; BFP;; NEUROLASTIN"
601238	"CEREBELLAR ATAXIA, CAYMAN TYPE; ATCAY"	
601239	"DYSTROBREVIN, ALPHA; DTNA"	DYSTROBREVIN;; DYSTROPHIN-RELATED PROTEIN 3; DRP3;; D18S892E
601240	GUANIDINOACETATE METHYLTRANSFERASE; GAMT	
601241	HISTONE DEACETYLASE 1; HDAC1	"HD1;; REDUCED POTASSIUM DEPENDENCY 3, YEAST, HOMOLOG-LIKE 1; RPD3L1;; RPD3-LIKE 1"
601242	"MICROTUBULE-ASSOCIATED PROTEIN 1, LIGHT CHAIN 3, ALPHA; MAP1LC3A"	"MICROTUBULE-ASSOCIATED PROTEINS 1A AND 1B, LIGHT CHAIN 3;; MAP1ALC3;; MAP1BLC3;; LC3A;; LC3"
601243	"TOPOISOMERASE, DNA, III, ALPHA; TOP3A"	"TOPOISOMERASE, DNA, III; TOP3;; TOPO III-ALPHA"
601244	"GUANYLATE CYCLASE 1, SOLUBLE, ALPHA-2; GUCY1A2"	"GUC1A2;; GUANYLYL CYCLASE, SOLUBLE, ALPHA-2;; GUANYLYL CYCLASE, NITRIC OXIDE-SENSITIVE, ALPHA-2 SUBUNIT;; NITRIC OXIDE-SENSITIVE GUANYLYL CYCLASE, ALPHA-2 SUBUNIT;; NOGC, ALPHA-2 SUBUNIT"
601245	"CHROMATIN ASSEMBLY FACTOR I, SUBUNIT B; CHAF1B"	"CHROMATIN ASSEMBLY FACTOR I, p60 SUBUNIT; CAF1P60;; CAF1A"
601246	"CHROMATIN ASSEMBLY FACTOR I, SUBUNIT A; CHAF1A"	"CHROMATIN ASSEMBLY FACTOR I, p150 SUBUNIT; CAF1P150;; CAF1B"
601247	"SON OF SEVENLESS, DROSOPHILA, HOMOLOG 2; SOS2"	
601248	BRIDGING INTEGRATOR 1; BIN1	"AMPHIPHYSIN II; AMPH2;; BOX-DEPENDENT MYC-INTERACTING PROTEIN 1;; AMPHIPHYSIN-LIKE, FORMERLY; AMPHL, FORMERLY"
601249	PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE-ASSOCIATED PROTEIN 1; PRPSAP1	PAP39
601250	PEPTIDE METHIONINE SULFOXIDE REDUCTASE; MSRA	
601251	MOVED TO 601777	
601252	FICOLIN 1; FCN1	"COLLAGEN/FIBRINOGEN DOMAIN-CONTAINING LECTIN 1 P35-LIKE;; FICOLIN B, MOUSE, HOMOLOG OF; FCNB"
601253	CAVEOLIN 3; CAV3	M-CAVEOLIN
601254	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 6; MAP2K6	"PROTEIN KINASE, MITOGEN-ACTIVATED, KINASE 6; PRKMK6;; MKK6; MAPKK6;; MAPK/ERK KINASE 6; MEK6"
601255	KINESIN FAMILY MEMBER 1A; KIF1A	"AXONAL TRANSPORTER OF SYNAPTIC VESICLES; ATSV;; UNC104, C. ELEGANS, HOMOLOG OF; UNC104;; KINESIN, HEAVY CHAIN, MEMBER 1A, MOUSE, HOMOLOG OF"
601256	MOVED TO 106165	
601257	DEAD/H BOX 1; DDX1	
601258	"CYTOCHROME P450, SUBFAMILY IIJ, POLYPEPTIDE 2; CYP2J2"	CYTOCHROME P450 ARACHIDONIC ACID EPOXYGENASE
601259	AMELOBLASTIN ENAMEL MATRIX PROTEIN; AMBN	
601260	ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS 1; ZKSCAN1	"ZINC FINGER PROTEIN 36; ZNF36;; ZINC FINGER PROTEIN, KRUPPEL TYPE, 18; KOX18;; ZINC FINGER PROTEIN 139, FORMERLY; ZNF139, FORMERLY"
601261	ZINC FINGER- AND SCAN DOMAIN-CONTAINING PROTEIN 21; ZSCAN21	"ZINC FINGER PROTEIN 38; ZNF38;; ZINC FINGER PROTEIN, KRUPPEL TYPE, 25; KOX25"
601262	ZINC FINGER PROTEIN 16; ZNF16	"ZINC FINGER PROTEIN, KRUPPEL TYPE, 9; KOX9"
601263	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2; MAP2K2	"PROTEIN KINASE, MITOGEN-ACTIVATED, KINASE 2; PRKMK2;; MKK2; MAPKK2;; MAPK/ERK KINASE 2; MEK2"
601264	MOVED TO 601271	
601265	"NODAL, MOUSE, HOMOLOG OF; NODAL"	
601266	dUTP PYROPHOSPHATASE; DUT	DEOXYURIDINE TRIPHOSPHATE NUCLEOTIDOHYDROLASE;; DEOXYURIDINE TRIPHOSPHATASE;; dUTPase
601267	"CHEMOKINE, CC MOTIF, RECEPTOR 2; CCR2"	CMKBR2;; CKR2;; MONOCYTE CHEMOTACTIC PROTEIN 1 RECEPTOR;; MCP1 RECEPTOR
601268	"CHEMOKINE, CC MOTIF, RECEPTOR 3; CCR3"	CMKBR3;; CKR3;; EOTAXIN RECEPTOR
601269	COMPLEMENT COMPONENT C1q-BINDING PROTEIN; C1QBP	"C1q GLOBULAR DOMAIN-BINDING PROTEIN;; GLOBULAR DOMAIN OF C1q, RECEPTOR FOR; GC1qR;; HYALURONIC ACID-BINDING PROTEIN 1; HABP1;; P32 SPLICING FACTOR SF2-ASSOCIATED PROTEIN"
601270	"CYTOCHROME P450, FAMILY 4, SUBFAMILY F, POLYPEPTIDE 3; CYP4F3"	"CYTOCHROME P450, SUBFAMILY IVF, POLYPEPTIDE 3;; LEUKOTRIENE B4 OMEGA-HYDROXYLASE; LTB4H;; LTB4 OMEGA-HYDROXYLASE"
601271	GUANYLATE CYCLASE ACTIVATOR 2B; GUCA2B	UROGUANYLIN; UGN;; GUANYLATE CYCLASE C ACTIVATING PEPTIDE II;; GCAP II
601272	SORTING NEXIN 1; SNX1	
601273	"CLATHRIN, HEAVY POLYPEPTIDE-LIKE 1; CLTCL1"	"CLATHRIN, HEAVY POLYPEPTIDE D; CLTD;; CLH22;; CHC22"
601274	PROSTAGLANDIN REDUCTASE 1; PTGR1	LEUKOTRIENE B4 12-HYDROXYDEHYDROGENASE; LTB4DH
601275	GLYCOPROTEIN M6A; GPM6A	NEURONAL MEMBRANE GLYCOPROTEIN M6A
601276	ZINC FINGER PROTEIN 177; ZNF177	KRAB ZINC FINGER PROTEIN 177
601277	"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A"	"ICHTHYOSIS CONGENITA IIB; ICR2B;; ICHTHYOSIS, LAMELLAR, 2, FORMERLY; LI2, FORMERLY"
601278	FSHD REGION GENE 1; FRG1	
601279	DIGEORGE SYNDROME CRITICAL REGION GENE 6; DGCR6	
601280	"MAB21, C. ELEGANS, HOMOLOG-LIKE 1; MAB21L1"	CAGR1
601281	SEMAPHORIN 3B; SEMA3B	SEMAPHORIN A; SEMAA;; SEMAPHORIN V; SEMA5
601282	PLECTIN; PLEC	PLEC1;; PCN; PLTN
601283	"DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1; NIDDM1"	NONINSULIN-DEPENDENT DIABETES MELLITUS 1
601284	"ACTIVIN A RECEPTOR, TYPE II-LIKE 1; ACVRL1"	"ACTIVIN A RECEPTOR, TYPE II-LIKE KINASE 1; ACVRLK1;; ACTIVIN RECEPTOR-LIKE KINASE 1; ALK1"
601285	DELETED IN SPLIT-HAND/SPLIT-FOOT 1 REGION	DSS1
601286	MOVED TO 115700	
601287	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2F; LGMD2F"	
601288	"TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN, ZETA ISOFORM; YWHAZ"	"BRAIN PROTEIN 14-3-3, ZETA ISOFORM;; 14-3-3-ZETA"
601289	"TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN, BETA ISOFORM; YWHAB"	"BRAIN PROTEIN 14-3-3, BETA ISOFORM;; 14-3-3-BETA"
601290	STRATIFIN; SFN	14-3-3-SIGMA
601291	URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 8; UGT8	UDP GLYCOSYLTRANSFERASE 8;; UDP-GALACTOSE CERAMIDE GALACTOSYLTRANSFERASE; CGT;; CEREBROSIDE SYNTHASE
601292	"SULFOTRANSFERASE FAMILY 1A, CYTOSOLIC, PHENOL-PREFERRING, MEMBER 2; SULT1A2"	"SULFOTRANSFERASE, PHENOL-PREFERRING 2; STP2;; PHENOL SULFOTRANSFERASE 2"
601293	RAS HOMOLOG ENRICHED IN BRAIN; RHEB	"RAS HOMOLOG ENRICHED IN BRAIN 2, FORMERLY; RHEB2, FORMERLY"
601294	REMOVED FROM DATABASE	
601295	"SOLUTE CARRIER FAMILY 10 (SODIUM/BILE ACID COTRANSPORTER FAMILY), MEMBER 2; SLC10A2"	"SODIUM/TAUROCHOLATE COTRANSPORTING POLYPEPTIDE, ILEAL; NTCP2;; ILEAL SODIUM/BILE SALT TRANSPORTER; ISBT;; APICAL SODIUM/BILE SALT TRANSPORTER; ASBT;; APICAL SODIUM-DEPENDENT BILE ACID TRANSPORTER"
601296	"MUSCLE, SKELETAL, RECEPTOR TYROSINE KINASE; MUSK"	"RECEPTOR TYROSINE KINASE NSK2, MOUSE, HOMOLOG OF; NSK2"
601297	SRY-BOX 15; SOX15	SOX20;; SOX26;; SOX27
601298	MOVED TO 102576	
601299	"BONE MORPHOGENETIC PROTEIN RECEPTOR, TYPE IA; BMPR1A"	"ACTIVIN A RECEPTOR, TYPE II-LIKE KINASE 3; ACVRLK3;; ACTIVIN RECEPTOR-LIKE KINASE 3; ALK3"
601300	"ACTIVIN A RECEPTOR, TYPE IB; ACVR1B"	"ACTIVIN A RECEPTOR, TYPE II-LIKE KINASE 4; ACVRLK4;; ACTIVIN RECEPTOR-LIKE KINASE 4; ALK4"
601301	PEPTIDYL-PROLYL ISOMERASE-LIKE 1; PPIL1	CYCLOPHILIN-RELATED GENE 1; CYPL1
601302	"PROTEIN PHOSPHATASE 3, REGULATORY SUBUNIT B, ALPHA; PPP3R1"	"CALCINEURIN B, TYPE 1; CNB1;; CNB"
601303	CYTOSKELETON-ASSOCIATED PROTEIN 1; CKAP1	CKAPI
601304	"SMALL NUCLEAR RIBONUCLEOPROTEIN (U4/U6.U5), SNU13 HOMOLOG; SNU13"	"NON-HISTONE CHROMOSOME PROTEIN 2, S. CEREVISIAE, HOMOLOG-LIKE 1; NHP2L1;; NHP2-LIKE PROTEIN 1;; U4/U6-15.5K PROTEIN;; 15.5K"
601305	5-HYDROXYTRYPTAMINE RECEPTOR 5A; HTR5A	SEROTONIN 5-HT-5A RECEPTOR
601306	HEMATOPOIETIC CELL-SPECIFIC LYN SUBSTRATE 1; HCLS1	HS1
601307	MOVED TO 600924	
601308	MYELOID TUMOR SUPPRESSOR	MYELOID LEUKEMIA-RELATED LOCUS; MLRL
601309	"PATCHED, DROSOPHILA, HOMOLOG OF, 1; PTCH1"	PTCH;; PTC
601310	"CYTOCHROME P450, SUBFAMILY IVA, POLYPEPTIDE 11; CYP4A11"	"OMEGA-HYDROXYLASE, FATTY ACID;; CYP4AII"
601311	STEROL O-ACYLTRANSFERASE 2; SOAT2	ACYL-CoA:CHOLESTEROL ACYLTRANSFERASE 2; ACACT2;; ACAT2
601312	MOVED TO 600408	
601313	POLYCYSTIN 1; PKD1	PKD1 GENE;; PBP
601314	HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1; HINT1	HINT;; PROTEIN KINASE C INHIBITOR 1; PRKCNH1;; PROTEIN KINASE C-INTERACTING PROTEIN 1; PKCI1
601315	"EPITHELIAL BASOLATERAL CHLORIDE CONDUCTANCE REGULATOR, RABBIT, HOMOLOG OF"	EBCR
601316	"DEAFNESS, AUTOSOMAL DOMINANT 10; DFNA10"	
601317	"DEAFNESS, AUTOSOMAL DOMINANT 11; DFNA11"	
601318	"DIABETES MELLITUS, INSULIN-DEPENDENT, 13; IDDM13"	INSULIN-DEPENDENT DIABETES MELLITUS 13
601319	ODONTOMICRONYCHIAL DYSPLASIA	"ECTODERMAL DYSPLASIA, NAIL/TOOTH TYPE"
601320	MOVED TO 601984	
601321	NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS	NOONAN-NEUROFIBROMATOSIS SYNDROME;; NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE
601322	"PORENCEPHALY, CEREBELLAR HYPOPLASIA, AND INTERNAL MALFORMATIONS"	
601323	NUCLEOBINDIN 1; NUCB1	NUC
601324	HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN D; HNRNPD	"HNRPD;; AU-RICH ELEMENT RNA-BINDING PROTEIN 1, 37-KD; AUF1;; ARE-BINDING PROTEIN AUF1, TYPE A; AUF1A"
601325	CONTACTIN 3; CNTN3	"PLASMACYTOMA-ASSOCIATED NEURONAL GLYCOPROTEIN; PANG;; BIG1, RAT, HOMOLOG OF; BIG1"
601326	CLAUDIN 11; CLDN11	OLIGODENDROCYTE TRANSMEMBRANE PROTEIN; OTM;; OLIGODENDROCYTE-SPECIFIC PROTEIN; OSP
601327	"SODIUM CHANNEL, VOLTAGE-GATED, TYPE II, BETA SUBUNIT; SCN2B"	"SODIUM CHANNEL, NEURONAL TYPE II, BETA SUBUNIT;; SODIUM CHANNEL, VOLTAGE-GATED, BETA-2 SUBUNIT"
601328	"SODIUM CHANNEL, NONVOLTAGE-GATED 1, DELTA SUBUNIT; SCNN1D"	"SODIUM CHANNEL, EPITHELIAL, DELTA SUBUNIT; SCNED"
601329	LIM DOMAIN KINASE 1; LIMK1	LIMK;; LIM KINASE
601330	GUANYLATE CYCLASE 2C; GUCY2C	GUANYLYL CYCLASE 2C; GUC2C;; HEAT-STABLE ENTEROTOXIN RECEPTOR
601331	"RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO; CYSRD"	
601332	MOHAWK HOMEOBOX; MKX	IROQUOIS FAMILY-RELATED HOMEODOMAIN PROTEIN; IFRX;; IROQUOIS HOMEOBOX-LIKE 1; IRXL1
601333	"SUPPRESSOR OF TY 6, S. CEREVISIAE, HOMOLOG OF; SUPT6H"	"CHROMATIN STRUCTURE REGULATOR, YEAST, HOMOLOG OF; SPT6"
601334	KINESIN LIGHT CHAIN 3; KLC3	KINESIN LIGHT CHAIN 2-LIKE; KLC2L;; KNS2B
601335	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4; MAP2K4	"SAPK/ERK KINASE 1; SERK1; SEK1;; PROTEIN KINASE, MITOGEN-ACTIVATED, KINASE 4; PRKMK4;; MKK4; MAPKK4;; MAPK/ERK KINASE 4; MEK4;; JNK-ACTIVATED KINASE 1; JNKK1"
601336	MANNOSYL-OLIGOSACCHARIDE GLYCOSIDASE; MOGS	GLUCOSIDASE I; GCS1
601337	"REGULATORY FACTOR X, 3; RFX3"	
601338	"CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS"	
601339	MOVED TO 601112	
601340	MELANOMA INHIBITORY ACTIVITY PROTEIN; MIA	CARTILAGE-DERIVED RETINOIC ACID-SENSITIVE PROTEIN; CDRAP
601341	"ATROPHIA MACULOSA VARIOLIFORMIS CUTIS, FAMILIAL; AMVC"	VARIOLIFORM MACULAR ATROPHY OF THE SKIN
601342	CHROMOSOME SEGREGATION 1-LIKE; CSE1L	"CELLULAR APOPTOSIS SUSCEPTIBILITY; CAS;; CHROMOSOME SEGREGATION GENE CSE1, YEAST, HOMOLOG OF;; CSE1, YEAST, HOMOLOG OF"
601343	MOVED TO 276821	
601344	"SPINAL DYSPLASIA, ANHALT TYPE"	
601345	"ECTODERMAL DYSPLASIA WITH NATAL TEETH, TURNPENNY TYPE"	"ECTODERMAL DYSPLASIA, HAIR/TOOTH TYPE"
601346	MARTINEZ-FRIAS SYNDROME	"PANCREATIC HYPOPLASIA, INTESTINAL ATRESIA, AND GALLBLADDER APLASIA OR HYPOPLASIA, WITH OR WITHOUT TRACHEOESOPHAGEAL FISTULA"
601347	"MYELODYSPLASIA, IMMUNODEFICIENCY, FACIAL DYSMORPHISM, SHORT STATURE, AND PSYCHOMOTOR DELAY"	
601348	"ECTRODACTYLY OF LOWER LIMBS, CONGENITAL HEART DEFECT, AND MICROGNATHIA"	
601349	"MICROPHTHALMIA, SYNDROMIC 8; MCOPS8"	"MICROCEPHALY, MICROPHTHALMIA, ECTRODACTYLY OF LOWER LIMBS, AND PROGNATHISM; MMEP"
601350	"SHORT STATURE SYNDROME, BRUSSELS TYPE"	
601351	"GROWTH RETARDATION, DEAFNESS, FEMORAL EPIPHYSEAL DYSPLASIA, AND LACRIMAL DUCT OBSTRUCTION"	
601352	"MENTAL RETARDATION, MICROCEPHALY, EPILEPSY, AND COARSE FACE"	
601353	"BRACHYCEPHALY, DEAFNESS, CATARACT, MICROSTOMIA, AND MENTAL RETARDATION"	FINE-LUBINSKY SYNDROME
601354	MOVED TO 300166	
601355	"MICROCEPHALY, CONGENITAL HEART DISEASE, UNILATERAL RENAL AGENESIS, AND HYPOSEGMENTED LUNGS"	
601356	"LETHAL SHORT-LIMB SKELETAL DYSPLASIA, AL GAZALI TYPE"	
601357	"BRACHIAL AMELIA, CLEFT LIP, AND HOLOPROSENCEPHALY; ACLH"	"BRACHIAL AMELIA, FOREBRAIN DEFECTS, AND FACIAL CLEFTS"
601358	NICOLAIDES-BARAITSER SYNDROME; NCBRS	SPARSE HAIR AND MENTAL RETARDATION;; NBS
601359	MOVED TO 163200	
601360	"AMELIA, AUTOSOMAL RECESSIVE"	
601361	GROWTH/DIFFERENTIATION FACTOR 10; GDF10	BONE MORPHOGENETIC PROTEIN 3B; BMP3B
601362	DIGEORGE SYNDROME/VELOCARDIOFACIAL SYNDROME COMPLEX 2	DGS2
601363	WILMS TUMOR 4; WT4	FAMILIAL WILMS TUMOR 1; FWT1
601364	CADHERIN 13; CDH13	"H-CADHERIN; CDHH;; CADHERIN, HEART;; T-CADHERIN"
601365	DISHEVELLED 1; DVL1	"DSH, DROSOPHILA, HOMOLOG OF, 1; DVL"
